
% frame   0
% time 0.000
% report fiber
% fiber class 1 is microtubule
%    class  identity    length      posX      posY      posZ      dirX      dirY      dirZ  endToEnd   cosinus     aster
         1        17     7.000    -0.698    -3.251    -1.412    -0.026    -0.946    -0.323     6.978     0.980         1
         1        18     7.000     1.612     1.815    -2.407     0.525     0.517    -0.676     6.985     0.983         1
         1        19     7.000     3.011    -0.353     0.408     0.972    -0.131     0.196     6.972     0.995         1
         1        20     7.000    -2.388    -2.601     1.007    -0.419    -0.809     0.412     6.918     0.911         1
         1        21     7.000    -2.666     0.084     2.469    -0.526     0.051     0.849     6.943     0.934         1
         1        22     7.000     2.793     1.130    -1.071     0.910     0.322    -0.263     6.999     0.999         1
         1        23     7.000    -3.391     1.167     1.110    -0.687     0.548     0.477     6.803     0.761         1
         1        24     7.000    -0.392    -0.944     3.163    -0.138    -0.277     0.951     6.956     0.941         1
         1        25     7.000    -1.550    -1.218     2.881    -0.342    -0.353     0.871     6.997     0.999         1
         1        26     7.000    -1.490    -1.555    -3.096    -0.068    -0.474    -0.878     6.840     0.826         1
         1        27     7.000     0.489     0.823    -3.469     0.249     0.197    -0.948     6.995     0.995         1
         1        28     7.000     0.186    -1.094    -3.453     0.204    -0.333    -0.921     6.985     0.987         1
         1        29     7.000    -1.893     2.533     1.721    -0.330     0.742     0.584     6.968     0.962         1
         1        30     7.000     1.001    -2.546     1.704     0.231    -0.798     0.557     6.928     0.910         1
         1        31     7.000    -1.549    -1.335    -3.174    -0.069    -0.361    -0.930     6.826     0.817         1
         1        32     7.000     0.039    -3.262    -1.320     0.033    -0.954    -0.298     6.982     0.977         1
         1        33     7.000     2.639     3.247    -0.781    -0.045     0.982    -0.182     6.792     0.756         2
         1        34     7.000     1.356    -2.815    -2.097    -0.127    -0.788    -0.602     6.999     0.999         2
         1        35     7.000     3.625    -2.343    -1.798     0.084    -0.792    -0.605     6.437     0.381         2
         1        36     7.000    -1.631    -0.109    -0.127    -0.994    -0.097     0.043     6.954     0.935         2
         1        37     7.000    -0.479     1.511    -2.138    -0.570     0.463    -0.679     6.973     0.973         2
         1        38     7.000     0.984    -2.734     2.021    -0.155    -0.809     0.567     6.982     0.978         2
         1        39     7.000    -1.632    -0.260    -0.253    -0.978    -0.203    -0.046     6.933     0.990         2
         1        40     7.000     3.375     1.467     2.649     0.041     0.496     0.867     6.570     0.533         2
         1        41     7.000    -1.619    -0.482    -0.027    -0.992    -0.126     0.007     6.986     0.995         2
         1        42     7.000     4.108    -2.031     1.489     0.188    -0.754     0.629     6.256     0.222         2
         1        43     7.000     1.433     0.359    -3.480    -0.118     0.107    -0.987     6.999     0.999         2
         1        44     7.000    -1.632     0.005    -0.345    -0.996    -0.009    -0.090     6.985     0.992         2
         1        45     7.000     0.633     2.573     1.956    -0.239     0.795     0.558     6.974     0.969         2
         1        46     7.000     4.432    -0.438     2.067     0.282    -0.180     0.942     6.133     0.106         2
         1        47     7.000     1.998     0.465     3.426    -0.093     0.176     0.980     6.947     0.941         2
         1        48     7.000    -0.400    -1.913     1.914    -0.638    -0.551     0.538     6.998     0.998         2
         1        49     7.000    -0.746    -0.545    -2.322    -0.674    -0.160    -0.721     6.984     0.981         2
         1        50     7.000    -0.083    -2.663    -1.297    -0.448    -0.804    -0.390     6.978     0.977         2
         1        51     7.000     0.384    -1.437    -2.873    -0.309    -0.433    -0.847     6.973     0.967         2
         1        52     7.000    -0.163     2.448    -1.454    -0.486     0.739    -0.467     6.980     0.980         2
         1        53     7.000     0.709    -2.921    -1.635    -0.230    -0.846    -0.481     6.980     0.973         2
         1        54     7.000     2.876     2.185    -2.454    -0.033     0.651    -0.758     6.717     0.681         2
         1        55     7.000    -0.769     2.276     0.284    -0.710     0.700     0.079     6.994     0.995         2
         1        56     7.000    -1.324    -1.497    -0.323    -0.879    -0.459    -0.133     6.991     0.989         2
         1        57     7.000     2.011    -2.927    -1.967    -0.135    -0.827    -0.546     6.915     0.902         2
         1        58     7.000     1.418     3.365    -0.732    -0.102     0.968    -0.231     6.995     0.992         2
         1        59     7.000     0.627     2.826    -1.620    -0.240     0.832    -0.500     6.975     0.971         2
         1        60     7.000     0.148    -2.942    -0.955    -0.381    -0.870    -0.313     6.970     0.962         2
         1        61     7.000     2.496     2.967    -1.630    -0.074     0.884    -0.461     6.820     0.789         2
         1        62     7.000     0.739     1.890    -2.729    -0.224     0.557    -0.799     6.981     0.975         2
         1        63     7.000     1.480     2.466     2.393    -0.087     0.720     0.689     6.999     0.999         2
         1        64     7.000     1.794    -1.771     3.010    -0.102    -0.465     0.879     6.969     0.971         2
% end

% frame   19
% time 4.750
% report fiber
% fiber class 1 is microtubule
%    class  identity    length      posX      posY      posZ      dirX      dirY      dirZ  endToEnd   cosinus     aster
         1         1     7.000    -2.044     2.382    -1.827    -0.346     0.801    -0.489     6.891     0.877         1
         1         2     7.000    -2.393    -0.382    -2.732    -0.442    -0.027    -0.897     6.849     0.828         1
         1         3     7.000    -3.154     0.551     1.550    -0.766     0.262     0.588     6.930     0.916         1
         1         4     7.000    -2.208     1.442     2.326    -0.542     0.438     0.717     6.993     0.991         1
         1         5     7.000    -1.069     0.870     3.138    -0.358     0.197     0.913     6.979     0.974         1
         1         6     7.000    -0.758     3.328     0.848    -0.209     0.934     0.291     6.993     0.992         1
         1         7     7.000     0.056     1.782    -3.134     0.139     0.500    -0.855     6.981     0.977         1
         1         8     7.000     1.220     3.231     0.031     0.280     0.958     0.060     6.975     0.972         1
         1         9     7.000     0.277     2.585     2.203    -0.015     0.729     0.684     6.965     0.955         1
         1        10     7.000    -3.445     0.951    -0.466    -0.835     0.516    -0.190     6.830     0.788         1
         1        11     7.000    -0.057     1.825     2.849    -0.159     0.507     0.847     6.933     0.915         1
         1        12     7.000    -1.700     0.358     3.000    -0.449     0.128     0.884     6.998     0.998         1
         1        13     7.000    -0.590    -3.409     0.389    -0.162    -0.977     0.141     6.996     0.996         1
         1        14     7.000     1.149     2.399    -2.327     0.280     0.693    -0.664     6.981     0.976         1
         1        15     7.000     0.154    -2.350    -2.677     0.094    -0.699    -0.709     6.997     0.997         1
         1        16     7.000    -0.260    -3.429    -0.678    -0.063    -0.986    -0.151     6.999     0.999         1
         1        17     7.000    -0.454    -3.241    -1.345    -0.096    -0.945    -0.314     6.995     0.995         1
         1        18     7.000     1.767     1.849    -2.409     0.495     0.500    -0.711     6.992     0.992         1
         1        19     7.000     3.281    -0.306     0.408     0.979    -0.141     0.150     6.980     0.995         1
         1        20     7.000    -2.175    -2.588     1.032    -0.502    -0.786     0.362     6.981     0.980         1
         1        21     7.000    -2.444     0.047     2.515    -0.601     0.040     0.799     6.986     0.984         1
         1        22     7.000     3.027     1.176    -1.042     0.900     0.327    -0.286     6.999     0.998         1
         1        23     7.000    -3.221     1.102     1.074    -0.763     0.488     0.423     6.897     0.879         1
         1        24     7.000    -0.063    -0.937     3.224    -0.152    -0.283     0.947     6.932     0.916         1
         1        25     7.000    -1.279    -1.234     2.936    -0.391    -0.361     0.847     6.992     0.993         1
         1        26     7.000    -1.255    -1.558    -3.023    -0.150    -0.473    -0.868     6.930     0.916         1
         1        27     7.000     0.677     0.853    -3.418     0.210     0.208    -0.955     6.996     0.996         1
         1        28     7.000     0.427    -1.089    -3.393     0.195    -0.322    -0.926     6.990     0.993         1
         1        29     7.000    -1.708     2.504     1.786    -0.394     0.725     0.565     6.994     0.993         1
         1        30     7.000     1.285    -2.539     1.733     0.212    -0.793     0.571     6.912     0.891         1
         1        31     7.000    -1.336    -1.425    -3.057    -0.163    -0.381    -0.910     6.901     0.881         1
         1        32     7.000     0.272    -3.250    -1.258     0.014    -0.953    -0.303     6.977     0.974         1
         1        33     7.000     2.550     3.181    -0.776    -0.009     0.974    -0.224     6.808     0.781         2
         1        34     7.000     1.196    -2.812    -2.051    -0.097    -0.779    -0.620     6.997     0.997         2
         1        35     7.000     3.401    -2.368    -1.722     0.104    -0.782    -0.615     6.519     0.480         2
         1        36     7.000    -1.841    -0.217    -0.042    -0.991    -0.120     0.050     6.947     0.928         2
         1        37     7.000    -0.666     1.536    -2.066    -0.589     0.475    -0.654     6.984     0.980         2
         1        38     7.000     0.728    -2.757     2.068    -0.141    -0.817     0.559     6.970     0.960         2
         1        39     7.000    -1.846    -0.025    -0.264    -0.991    -0.101    -0.088     6.935     0.993         2
         1        40     7.000     3.296     1.475     2.645     0.105     0.524     0.845     6.559     0.530         2
         1        41     7.000    -1.845    -0.359    -0.126    -0.991    -0.134    -0.028     6.965     0.999         2
         1        42     7.000     3.928    -2.054     1.535     0.217    -0.767     0.603     6.284     0.260         2
         1        43     7.000     1.244     0.354    -3.402    -0.088     0.121    -0.989     6.999     1.000         2
         1        44     7.000    -1.857     0.061    -0.238    -0.995    -0.012    -0.097     6.981     0.996         2
         1        45     7.000     0.529     2.617     2.028    -0.218     0.788     0.575     6.981     0.976         2
         1        46     7.000     4.279    -0.562     2.064     0.322    -0.187     0.928     6.149     0.142         2
         1        47     7.000     1.805     0.426     3.512    -0.092     0.162     0.983     6.931     0.924         2
         1        48     7.000    -0.625    -1.912     2.008    -0.607    -0.585     0.538     6.992     0.990         2
         1        49     7.000    -0.981    -0.524    -2.234    -0.673    -0.160    -0.722     6.977     0.968         2
         1        50     7.000    -0.313    -2.647    -1.256    -0.448    -0.796    -0.406     6.971     0.963         2
         1        51     7.000     0.138    -1.368    -2.819    -0.300    -0.394    -0.869     6.963     0.954         2
         1        52     7.000    -0.336     2.446    -1.415    -0.487     0.728    -0.482     6.980     0.974         2
         1        53     7.000     0.479    -2.909    -1.588    -0.203    -0.834    -0.513     6.963     0.953         2
         1        54     7.000     2.739     2.164    -2.348     0.021     0.652    -0.758     6.763     0.726         2
         1        55     7.000    -0.901     2.359     0.370    -0.707     0.702     0.084     6.996     0.999         2
         1        56     7.000    -1.564    -1.480    -0.207    -0.872    -0.473    -0.125     6.986     0.984         2
         1        57     7.000     1.784    -2.966    -1.859    -0.102    -0.839    -0.535     6.941     0.931         2
         1        58     7.000     1.331     3.348    -0.719    -0.054     0.965    -0.257     6.992     0.990         2
         1        59     7.000     0.494     2.821    -1.580    -0.229     0.842    -0.488     6.980     0.975         2
         1        60     7.000    -0.090    -2.949    -0.854    -0.354    -0.881    -0.314     6.949     0.931         2
         1        61     7.000     2.387     2.904    -1.596    -0.020     0.877    -0.480     6.851     0.820         2
         1        62     7.000     0.585     1.871    -2.673    -0.208     0.542    -0.814     6.985     0.983         2
         1        63     7.000     1.368     2.471     2.467    -0.084     0.732     0.676     6.995     0.997         2
         1        64     7.000     1.501    -1.805     3.080    -0.109    -0.509     0.854     6.971     0.970         2
% end

% frame   20
% time 5.000
% report fiber
% fiber class 1 is microtubule
%    class  identity    length      posX      posY      posZ      dirX      dirY      dirZ  endToEnd   cosinus     aster
         1         1     7.000    -1.956     2.321    -1.728    -0.456     0.744    -0.489     6.947     0.934         1
         1         2     7.000    -2.242    -0.410    -2.641    -0.522    -0.060    -0.851     6.932     0.918         1
         1         3     7.000    -3.018     0.480     1.510    -0.822     0.239     0.517     6.959     0.948         1
         1         4     7.000    -2.084     1.396     2.329    -0.580     0.446     0.681     6.996     0.998         1
         1         5     7.000    -0.972     0.821     3.172    -0.389     0.190     0.901     6.978     0.973         1
         1         6     7.000    -0.577     3.318     0.893    -0.234     0.936     0.265     6.994     0.994         1
         1         7     7.000     0.147     1.783    -3.081     0.059     0.509    -0.859     6.991     0.990         1
         1         8     7.000     1.365     3.246     0.061     0.275     0.961     0.006     6.975     0.966         1
         1         9     7.000     0.527     2.588     2.244    -0.007     0.758     0.652     6.954     0.943         1
         1        10     7.000    -3.314     0.747    -0.375    -0.896     0.407    -0.177     6.900     0.875         1
         1        11     7.000     0.142     1.837     2.896    -0.158     0.513     0.844     6.943     0.935         1
         1        12     7.000    -1.577     0.352     3.010    -0.487     0.112     0.866     6.999     0.999         1
         1        13     7.000    -0.369    -3.416     0.453    -0.210    -0.968     0.138     6.985     0.982         1
         1        14     7.000     1.316     2.430    -2.250     0.250     0.710    -0.658     6.973     0.968         1
         1        15     7.000     0.306    -2.340    -2.641     0.024    -0.681    -0.732     6.996     0.996         1
         1        16     7.000    -0.061    -3.433    -0.648    -0.084    -0.982    -0.169     6.995     0.995         1
         1        17     7.000    -0.329    -3.236    -1.306    -0.144    -0.931    -0.334     6.996     0.996         1
         1        18     7.000     1.903     1.893    -2.362     0.481     0.515    -0.710     6.987     0.983         1
         1        19     7.000     3.486    -0.293     0.488     0.991    -0.075     0.113     6.987     0.987         1
         1        20     7.000    -2.073    -2.566     1.012    -0.576    -0.763     0.293     6.994     0.995         1
         1        21     7.000    -2.313    -0.006     2.509    -0.651     0.024     0.758     6.996     0.995         1
         1        22     7.000     3.219     1.196    -0.987     0.906     0.325    -0.271     6.999     1.000         1
         1        23     7.000    -3.099     0.953     1.062    -0.838     0.410     0.360     6.946     0.928         1
         1        24     7.000     0.128    -0.967     3.274    -0.162    -0.311     0.937     6.939     0.927         1
         1        25     7.000    -1.107    -1.243     2.979    -0.408    -0.355     0.841     6.986     0.980         1
         1        26     7.000    -1.164    -1.534    -2.951    -0.255    -0.449    -0.856     6.977     0.971         1
         1        27     7.000     0.822     0.879    -3.365     0.172     0.226    -0.959     6.995     0.995         1
         1        28     7.000     0.618    -1.090    -3.345     0.157    -0.347    -0.925     6.996     0.997         1
         1        29     7.000    -1.620     2.447     1.807    -0.462     0.714     0.526     6.998     0.998         1
         1        30     7.000     1.534    -2.539     1.778     0.215    -0.807     0.549     6.909     0.894         1
         1        31     7.000    -1.209    -1.412    -2.990    -0.241    -0.419    -0.876     6.961     0.955         1
         1        32     7.000     0.520    -3.216    -1.305     0.013    -0.941    -0.339     6.967     0.958         1
         1        33     7.000     2.378     3.143    -0.716     0.051     0.962    -0.267     6.839     0.805         2
         1        34     7.000     0.969    -2.815    -2.010    -0.049    -0.784    -0.619     6.994     0.992         2
         1        35     7.000     3.197    -2.388    -1.611     0.179    -0.784    -0.594     6.594     0.544         2
         1        36     7.000    -2.105    -0.313     0.016    -0.993    -0.118     0.024     6.947     0.912         2
         1        37     7.000    -0.831     1.555    -2.091    -0.547     0.474    -0.690     6.979     0.975         2
         1        38     7.000     0.438    -2.742     2.147    -0.105    -0.809     0.578     6.952     0.942         2
         1        39     7.000    -2.098     0.039    -0.370    -0.990    -0.033    -0.136     6.970     0.996         2
         1        40     7.000     3.061     1.400     2.730     0.145     0.506     0.850     6.597     0.575         2
         1        41     7.000    -2.115    -0.263    -0.195    -0.990    -0.120    -0.075     6.976     0.998         2
         1        42     7.000     3.702    -2.082     1.562     0.273    -0.782     0.561     6.364     0.341         2
         1        43     7.000     1.142     0.299    -3.359    -0.023     0.112    -0.993     6.998     0.997         2
         1        44     7.000    -2.119     0.051    -0.284    -0.999     0.017    -0.037     6.982     0.970         2
         1        45     7.000     0.283     2.608     2.095    -0.195     0.796     0.573     6.975     0.968         2
         1        46     7.000     4.075    -0.608     2.073     0.385    -0.196     0.902     6.225     0.216         2
         1        47     7.000     1.528     0.460     3.565    -0.080     0.177     0.981     6.928     0.925         2
         1        48     7.000    -0.968    -1.900     2.006    -0.604    -0.591     0.534     6.978     0.972         2
         1        49     7.000    -1.209    -0.482    -2.227    -0.651    -0.153    -0.743     6.977     0.973         2
         1        50     7.000    -0.564    -2.633    -1.272    -0.417    -0.798    -0.436     6.959     0.951         2
         1        51     7.000    -0.085    -1.344    -2.799    -0.298    -0.405    -0.865     6.972     0.966         2
         1        52     7.000    -0.520     2.488    -1.379    -0.477     0.745    -0.467     6.990     0.987         2
         1        53     7.000     0.247    -2.914    -1.561    -0.158    -0.847    -0.507     6.951     0.944         2
         1        54     7.000     2.584     2.079    -2.300     0.079     0.656    -0.750     6.809     0.766         2
         1        55     7.000    -1.142     2.383     0.387    -0.679     0.727     0.104     6.996     0.996         2
         1        56     7.000    -1.830    -1.472    -0.245    -0.862    -0.485    -0.146     6.980     0.977         2
         1        57     7.000     1.583    -2.974    -1.806    -0.057    -0.822    -0.567     6.954     0.951         2
         1        58     7.000     1.154     3.354    -0.617    -0.039     0.971    -0.238     6.998     0.998         2
         1        59     7.000     0.283     2.828    -1.533    -0.221     0.828    -0.515     6.983     0.978         2
         1        60     7.000    -0.338    -2.966    -0.816    -0.338    -0.890    -0.305     6.948     0.932         2
         1        61     7.000     2.274     2.839    -1.556     0.041     0.864    -0.502     6.873     0.848         2
         1        62     7.000     0.440     1.875    -2.648    -0.170     0.541    -0.824     6.979     0.973         2
         1        63     7.000     1.128     2.484     2.499    -0.056     0.734     0.677     6.996     0.998         2
         1        64     7.000     1.155    -1.785     3.153    -0.132    -0.489     0.862     6.973     0.974         2
% end
